Age,Subscription_Type,Watch_Time_Hours,Churn,Usage_Intensity,Is_Heavy_User,Age_Group,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Favorite_Genre_Action,Favorite_Genre_Comedy,Favorite_Genre_Documentary,Favorite_Genre_Drama,Favorite_Genre_Horror,Favorite_Genre_Romance,Favorite_Genre_Sci-Fi
60,1,320.41,0,5.2526229508196725,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,1,909.09,0,14.903114754098361,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,0,29.9,0,1.661111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0,48.8,1,1.1348837209302325,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17,2,230.68,0,12.815555555555555,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,2,963.17,0,18.173018867924526,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
29,2,801.81,0,26.726999999999997,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
40,2,412.11,0,10.051463414634147,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,0,304.67,1,5.539454545454546,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22,2,702.63,0,30.549130434782608,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,0,398.06,1,9.477619047619047,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,2,21.03,0,0.35050000000000003,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20,2,683.16,0,32.53142857142857,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,0,66.84,0,1.713846153846154,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,2,800.15,0,16.329591836734693,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22,2,51.32,0,2.2313043478260868,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
45,2,681.09,0,14.806304347826087,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1,80.26,0,1.6052000000000002,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1,764.52,0,21.236666666666665,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20,1,712.58,0,33.93238095238095,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
69,2,395.77,0,5.6538571428571425,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,2,507.26,1,8.454333333333333,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
41,2,260.86,0,6.2109523809523814,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,0,704.37,1,14.374897959183674,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80,0,366.2,1,4.5209876543209875,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
76,1,116.71,0,1.5157142857142856,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0,384.58,1,10.394054054054054,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
38,2,277.59,0,7.117692307692307,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
42,0,747.02,1,17.372558139534885,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68,2,74.26,0,1.076231884057971,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,2,784.29,0,17.04978260869565,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,0,362.92,0,8.640952380952381,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,1,89.76,0,3.3244444444444445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73,1,179.26,0,2.4224324324324322,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,1,884.79,0,18.056938775510204,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0,466.96,1,16.10206896551724,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1,113.59,0,3.7863333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56,2,170.66,0,2.9940350877192983,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74,0,87.62,1,1.1682666666666668,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56,2,884.65,0,15.52017543859649,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
50,0,907.54,0,17.794901960784312,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,0,746.66,1,9.824473684210526,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
80,0,444.14,0,5.48320987654321,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58,1,763.86,0,12.946779661016949,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,2,344.75,0,19.15277777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
59,0,298.48,0,4.974666666666667,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16,2,721.57,0,42.44529411764706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56,1,366.09,0,6.422631578947368,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,2,826.19,0,39.34238095238096,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
41,0,390.08,1,9.287619047619048,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0,540.66,0,19.309285714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,2,316.49,0,5.456724137931035,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,2,287.89,0,5.536346153846154,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,0,851.91,1,14.43915254237288,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,0,437.45,1,15.623214285714285,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,2,976.67,0,16.010983606557378,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
79,1,434.87,0,5.435875,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,0,772.01,1,16.425744680851064,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
69,0,714.09,1,10.201285714285715,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,1,1.22,0,0.02259259259259259,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
54,1,834.89,0,15.179818181818181,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,2,648.02,0,12.70627450980392,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,2,266.51,0,5.793695652173913,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
63,1,562.27,0,8.78546875,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
41,2,633.43,0,15.081666666666665,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,0,461.16,1,28.8225,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,0,118.11,1,1.6635211267605634,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,2,828.88,0,14.29103448275862,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52,2,915.77,0,17.27867924528302,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,0,522.53,0,16.855806451612903,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,1,227.07,0,4.366730769230769,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,2,345.94,0,4.738904109589041,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
61,0,103.65,1,1.6717741935483872,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
71,2,652.54,0,9.063055555555556,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,0,723.45,1,45.215625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,0,471.4,1,19.641666666666666,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
66,1,887.14,0,13.24089552238806,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,2,473.09,0,13.141388888888889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,2,923.38,0,27.158235294117645,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,0,718.17,0,15.280212765957446,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31,1,596.11,0,18.6284375,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
40,0,725.6,1,17.697560975609758,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,0,784.64,1,49.04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
64,0,726.07,1,11.170307692307693,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,1,835.67,0,19.89690476190476,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,2,70.07,0,1.6683333333333332,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,2,666.24,0,8.328,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,0,238.34,1,7.448125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,716.05,0,42.120588235294115,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,0,851.78,1,17.38326530612245,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
64,2,578.42,0,8.898769230769231,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,2,545.95,0,36.39666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,2,825.28,0,25.008484848484848,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,157.91,0,4.048974358974359,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,2,63.12,0,1.6184615384615384,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,2,293.87,0,3.8667105263157895,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55,0,302.55,1,5.402678571428572,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,0,98.76,0,3.527142857142857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1,16.15,0,0.29907407407407405,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
72,0,807.02,1,11.055068493150685,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,0,862.55,0,25.36911764705882,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,2,372.85,0,10.966176470588236,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38,0,21.72,1,0.5569230769230769,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,2,586.98,0,16.305,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69,2,168.42,0,2.4059999999999997,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,1,108.96,0,2.3182978723404255,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76,2,830.37,0,10.784025974025974,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,1,697.56,0,17.886153846153846,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,1,772.05,0,27.573214285714283,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
75,1,757.05,0,9.961184210526316,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13,2,174.15,0,12.439285714285715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
44,1,665.29,0,14.78422222222222,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,1,920.57,0,12.274266666666668,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,0,106.69,0,3.9514814814814816,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
67,0,181.08,0,2.6629411764705884,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,0,964.06,0,34.43071428571428,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
78,2,659.74,1,8.35113924050633,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
56,2,906.98,0,15.911929824561405,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,241.39,0,7.3148484848484845,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,0,634.91,1,15.48560975609756,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
57,0,314.92,0,5.429655172413794,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
61,1,743.88,0,11.998064516129032,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,0,549.97,1,17.1865625,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
51,1,909.64,0,17.493076923076924,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,2,567.98,0,8.8746875,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
59,1,304.56,0,5.076,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,2,15.8,0,0.3761904761904762,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,2,805.71,0,13.428500000000001,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,2,521.58,0,12.418571428571429,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
52,2,599.62,0,11.313584905660377,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,1,686.79,0,38.155,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,780.3,0,15.606,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16,0,228.26,0,13.42705882352941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
76,0,529.03,0,6.87051948051948,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,2,55.17,0,0.8113235294117648,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35,0,487.68,1,13.546666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
65,0,407.44,1,6.173333333333333,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,2,369.32,0,6.367586206896552,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
62,0,500.64,0,7.946666666666666,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
56,0,706.13,1,12.388245614035087,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21,2,388.83,0,17.674090909090907,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76,0,46.63,1,0.6055844155844157,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,0,899.93,0,21.426904761904762,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
53,1,226.35,0,4.191666666666666,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,2,387.08,0,6.345573770491803,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32,0,453.27,0,13.735454545454544,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,818.29,1,16.044901960784312,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,1,878.45,0,39.929545454545455,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,950.19,0,14.618307692307694,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27,0,706.96,0,25.24857142857143,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,1,146.53,0,8.140555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66,1,230.73,0,3.443731343283582,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,0,413.24,1,13.330322580645161,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,2,821.55,0,14.670535714285714,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,0,127.95,1,4.265,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1,521.06,0,20.04076923076923,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,2,406.5,0,7.8173076923076925,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38,2,492.12,0,12.618461538461538,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,2,825.86,0,24.29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,0,829.68,0,21.833684210526314,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,0,968.84,1,33.40827586206897,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54,1,846.67,0,15.394,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
42,2,721.5,0,16.77906976744186,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
73,1,610.05,0,8.243918918918919,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30,2,783.62,0,25.27806451612903,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,1,16.22,0,0.5406666666666666,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19,1,739.78,0,36.989,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16,0,921.52,1,54.20705882352941,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
40,2,994.16,0,24.24780487804878,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1,270.23,0,5.00425925925926,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
62,1,440.81,0,6.996984126984127,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,1,161.47,0,4.24921052631579,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
69,0,361.49,0,5.164142857142857,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
33,2,13.23,0,0.38911764705882357,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,0,746.51,1,14.355961538461539,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16,1,449.53,0,26.442941176470587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0,790.67,1,12.55031746031746,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
67,2,40.91,0,0.6016176470588235,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50,2,236.52,0,4.6376470588235295,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,1,513.17,0,7.659253731343283,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
76,2,814.32,0,10.575584415584416,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,0,624.8,0,7.71358024691358,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17,2,71.47,0,3.9705555555555554,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,1,517.14,0,6.716103896103896,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,0,136.6,1,4.26875,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
70,1,199.46,0,2.8092957746478873,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,818.58,0,30.317777777777778,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47,0,190.48,1,3.9683333333333333,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,1,942.69,0,21.424772727272728,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,1,75.01,0,1.2713559322033898,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
76,1,150.63,0,1.956233766233766,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75,0,763.35,1,10.04407894736842,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,2,904.6,0,15.332203389830509,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48,2,921.61,0,18.808367346938777,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1,807.17,0,13.680847457627118,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,2,998.67,0,62.416875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25,2,999.36,0,38.43692307692308,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,1,78.41,0,1.8669047619047618,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,595.49,0,28.356666666666666,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,0,358.71,1,8.1525,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33,2,755.87,0,22.231470588235293,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
67,0,303.37,1,4.461323529411764,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
48,0,61.54,0,1.2559183673469387,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42,2,6.73,1,0.15651162790697676,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2,898.09,0,29.936333333333334,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58,2,265.4,0,4.498305084745763,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
78,0,307.25,1,3.8892405063291138,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29,1,511.72,0,17.057333333333336,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40,0,494.57,0,12.062682926829268,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21,1,152.29,0,6.922272727272727,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,2,291.99,0,19.466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,745.79,1,28.68423076923077,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26,0,242.82,0,8.993333333333332,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
59,0,883.28,1,14.721333333333332,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,2,769.51,0,45.26529411764706,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,2,68.87,0,0.9981159420289856,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,50.39,0,2.9641176470588237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
71,2,936.77,0,13.010694444444445,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43,0,943.9,0,21.452272727272728,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
77,1,754.19,0,9.669102564102564,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
59,1,782.58,0,13.043000000000001,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,1,320.9,0,9.724242424242423,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,1,592.75,0,8.467857142857143,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
75,2,479.86,0,6.3139473684210525,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,0,725.58,0,16.124000000000002,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,2,579.6,0,8.523529411764706,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,2,462.04,0,12.487567567567568,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61,1,873.7,0,14.091935483870968,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,0,610.94,1,12.468163265306124,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,2,591.85,0,7.398125,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74,2,930.89,0,12.411866666666667,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
72,0,257.65,1,3.52945205479452,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
55,2,373.04,0,6.661428571428572,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18,1,260.78,0,13.725263157894735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18,2,640.85,0,33.72894736842105,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
74,0,719.14,1,9.588533333333332,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40,2,911.63,0,22.234878048780487,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,1,985.67,0,18.59754716981132,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,0,811.71,1,18.038,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72,0,908.61,1,12.446712328767124,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,334.79,0,5.9783928571428575,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,0,140.05,1,2.6424528301886796,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,0,234.8,0,5.726829268292684,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
48,1,384.44,0,7.845714285714286,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58,2,963.15,0,16.32457627118644,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15,2,280.13,0,17.508125,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
