Age,Subscription_Type,Watch_Time_Hours,Churn,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_Mexico,Country_UK,Country_USA,Favorite_Genre_Action,Favorite_Genre_Comedy,Favorite_Genre_Documentary,Favorite_Genre_Drama,Favorite_Genre_Horror,Favorite_Genre_Romance,Favorite_Genre_Sci-Fi
59,0,69.47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
61,2,389.92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
76,0,63.46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,1,564.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,2,563.98,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,0,454.02,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
54,2,923.52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,1,965.97,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
48,1,521.77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,0,46.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,1,985.8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0,413.36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,1,655.28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,1,849.88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24,0,890.23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25,2,675.86,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,2,633.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,1,240.43,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18,2,192.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
75,0,245.02,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61,2,283.78,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0,345.79,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,2,693.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,2,699.81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15,0,208.77,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37,1,538.38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,2,703.62,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,0,906.26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,1,922.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,1,447.77,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13,2,638.15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16,0,853.41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,0,67.51,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,0,17.92,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,0,545.15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
79,0,770.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
43,0,999.05,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16,0,904.58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0,315.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14,1,976.21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,949.92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,0,654.32,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
54,2,724.89,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40,1,409.16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23,0,927.03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,1,942.36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,1,735.7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,0,300.72,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,2,495.41,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21,2,900.91,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
74,2,802.01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,1,310.27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39,0,286.56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36,2,696.48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16,2,822.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60,2,469.34,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
68,1,608.24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0,220.41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,0,311.02,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54,1,881.27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
65,1,661.19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2,720.37,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2,297.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50,2,588.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,2,406.73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59,2,113.31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20,2,741.67,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57,0,531.79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
68,2,281.03,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
71,1,336.19,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,436.48,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,1,32.77,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58,1,834.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,2,349.64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,1,710.32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48,1,930.27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,2,856.9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28,1,286.75,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
39,2,40.26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,906.48,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,1,166.44,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,2,464.25,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
65,0,597.26,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,1,305.31,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,0,673.22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,0,206.09,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,0,721.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,1,516.21,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
61,2,848.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,1,794.45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17,1,651.51,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
61,2,447.19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18,1,22.22,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69,1,506.57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,2,747.54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27,1,274.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,1,671.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
45,0,28.36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
73,0,448.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
73,2,760.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,1,194.53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26,2,692.41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,289.71,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27,0,137.92,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
76,2,804.7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,12.66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,1,806.59,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49,1,173.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,1,411.46,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
61,0,457.91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,2,824.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,1,310.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,335.19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
78,2,685.47,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,2,736.13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
68,0,760.55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
69,1,186.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,2,444.43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,0,309.56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59,2,261.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
73,2,140.92,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,1,983.56,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,2,704.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,1,480.18,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,0,340.02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14,2,129.94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57,0,689.07,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,1,715.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
44,1,365.91,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30,0,785.73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26,0,289.68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,1,632.62,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
16,0,723.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,2,446.17,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,2,191.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
77,1,825.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
68,2,208.77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,2,308.34,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
70,1,985.87,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,0,245.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,1,931.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49,1,691.17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,0,303.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,2,297.33,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25,2,277.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,1,145.43,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72,0,123.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,123.21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,2,118.26,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,1,665.72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,1,375.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,0,857.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,2,582.19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,0,333.38,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,0,598.17,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,0,306.58,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
68,0,780.41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,1,917.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,0,882.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52,0,294.84,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,1,847.32,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,0,939.49,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,1,410.68,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22,1,423.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1,245.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22,1,981.21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
75,1,950.13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,2,486.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45,1,850.16,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31,2,802.07,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53,1,226.14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,2,808.99,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,0,750.04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,1,963.06,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27,0,868.79,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,0,97.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,634.12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
48,2,438.18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
60,2,600.58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
37,2,670.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74,1,11.16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19,1,728.19,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,1,622.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,458.33,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,2,226.71,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58,1,101.64,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,1,968.42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66,2,435.45,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
79,2,96.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,266.13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,2,54.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,0,10.83,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
47,2,605.35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,1,72.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,1,78.46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,2,205.29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56,0,497.84,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19,2,340.9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21,0,382.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
70,2,81.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,2,436.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,2,135.89,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,1,55.88,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
63,1,602.45,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,1,158.53,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17,2,860.74,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40,0,715.55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,2,134.71,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
45,0,312.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
65,1,43.79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40,0,39.04,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,2,46.04,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
69,2,447.56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1,957.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,0,793.16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
68,1,494.17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,2,580.59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
67,0,755.21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,899.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78,2,584.91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,1,549.15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39,0,942.68,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,1,739.73,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
72,0,426.63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,1,263.81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57,0,389.69,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
79,0,836.12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
76,0,137.78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,2,214.39,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
59,1,782.72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,304.17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34,1,771.03,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21,1,812.33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,2,655.82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
73,0,714.56,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48,0,36.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,0,514.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,472.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,1,936.39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,1,371.11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43,1,497.58,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,1,549.97,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,2,699.11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,2,981.42,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,0,140.81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,0,512.61,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,0,2.52,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
53,0,711.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,122.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
76,1,30.37,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
54,1,450.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,1,885.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1,874.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,1,845.72,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,0,537.82,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35,2,357.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,0,628.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
72,0,180.17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1,86.62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51,2,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34,0,69.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80,1,989.55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2,939.66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,0,207.98,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38,2,888.29,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24,0,839.01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,1,397.94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,2,305.08,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68,1,108.48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,1,843.63,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
44,1,615.63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,0,778.18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47,0,607.57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,2,687.93,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
62,1,808.71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,2,780.28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
48,1,773.63,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36,0,522.49,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,1,683.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44,0,159.78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35,0,18.28,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
62,0,78.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41,2,526.88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,633.83,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
75,0,150.27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,1,904.58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76,2,793.85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,1,610.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,1,367.28,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
41,2,516.51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,1,565.63,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,2,214.11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,0,345.54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
80,0,673.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,1,832.34,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,1,587.41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,0,418.17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,0,149.89,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17,1,79.34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,0,290.44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,0,24.07,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50,0,755.72,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,0,112.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,585.11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2,734.72,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29,2,760.13,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
71,0,994.62,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36,0,337.89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,340.29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,0,189.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,2,965.96,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
62,1,749.92,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,635.18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
